crop,disease,severity,treatment_cost_usd,temperature,humidity,rainfall_last_week_mm,leaf_color_r,leaf_color_g,leaf_color_b,leaf_texture_variance,spot_density,affected_area_pct,detection_confidence,image_id,detected_date
Grape,Leaf_Blight,3,150,29.16,82.08,50.73,93,147,89,0.265,0.479,51.06,0.722,img_00207.jpg,2025-02-24
Potato,Powdery_Mildew,2,100,19.61,63.44,14.68,155,48,55,0.21,0.276,59.35,0.928,img_00208.jpg,2025-08-17
Wheat,Fusarium_Wilt,5,280,36.62,92.1,1.85,117,125,89,0.308,0.618,29.98,0.937,img_00209.jpg,2025-03-16
Grape,Downy_Mildew,2,120,19.42,72.76,51.58,66,79,70,0.681,0.292,37.69,0.961,img_00210.jpg,2025-07-07
Wheat,Root_Rot,4,220,33.2,79.62,1.16,151,88,36,0.567,0.54,55.15,0.903,img_00211.jpg,2025-08-23
Grape,Rust,4,200,30.53,62.45,6.26,126,125,90,0.259,0.436,51.43,0.88,img_00212.jpg,2025-06-15
Apple,Rust,4,200,22.44,90.11,144.8,116,81,44,0.554,0.584,43.73,0.865,img_00213.jpg,2025-03-12
Grape,Mosaic_Virus,5,250,15.6,72.45,23.41,84,102,39,0.201,0.342,21.11,0.985,img_00214.jpg,2026-01-27
Tomato,Anthracnose,3,160,26.03,83.26,11.36,169,98,39,0.895,0.666,35.02,0.891,img_00215.jpg,2025-07-02
Corn,Powdery_Mildew,2,100,18.24,86.45,52.47,132,140,42,0.567,0.513,22.99,0.949,img_00216.jpg,2025-05-22
Wheat,Downy_Mildew,2,120,29.36,88.37,47.33,50,87,23,0.224,0.186,8.43,0.904,img_00217.jpg,2025-10-04
Wheat,Leaf_Blight,3,150,23.78,85.02,9.11,125,132,32,0.685,0.241,30.75,0.865,img_00218.jpg,2025-10-24
Potato,Mosaic_Virus,5,250,36.99,75.81,10.41,135,89,84,0.503,0.665,70.36,0.898,img_00219.jpg,2025-11-12
Tomato,Fusarium_Wilt,5,280,21.29,81.1,26.64,171,79,27,0.31,0.223,17.92,0.832,img_00220.jpg,2026-01-12
Wheat,Bacterial_Spot,3,180,37.48,62.19,18.09,194,65,48,0.85,0.468,38.67,0.966,img_00221.jpg,2026-01-26
Pepper,Fusarium_Wilt,5,280,32.65,88.29,22.2,151,63,81,0.819,0.731,72.06,0.85,img_00222.jpg,2025-09-14
Pepper,Powdery_Mildew,2,100,13.98,76.11,17.76,158,127,85,0.762,0.49,69.29,0.824,img_00223.jpg,2025-03-31
Wheat,Bacterial_Spot,3,180,18.71,82.3,180.21,95,142,66,0.221,0.788,73.63,0.988,img_00224.jpg,2025-07-13
Wheat,Root_Rot,4,220,26.13,71.51,51.83,60,117,41,0.212,0.173,64.88,0.893,img_00225.jpg,2025-09-12
Grape,Anthracnose,3,160,37.34,67.04,89.59,86,89,55,0.616,0.119,32.84,0.882,img_00226.jpg,2025-07-08
Rice,Leaf_Blight,3,150,26.01,89.01,33.5,183,103,73,0.357,0.762,42.37,0.881,img_00227.jpg,2025-05-29
Wheat,Healthy,0,0,6.11,76.59,43.63,72,91,49,0.538,0.0,0.0,0.917,img_00228.jpg,2025-02-24
Tomato,Healthy,0,0,31.0,72.19,63.22,75,204,33,0.449,0.0,0.0,0.827,img_00229.jpg,2025-07-01
Apple,Rust,4,200,23.69,76.48,47.96,120,114,68,0.32,0.156,35.24,0.954,img_00230.jpg,2025-04-04
Apple,Root_Rot,4,220,28.19,68.11,9.92,105,95,31,0.518,0.129,11.96,0.728,img_00231.jpg,2025-05-08
Grape,Powdery_Mildew,2,100,15.15,91.22,2.3,51,124,97,0.589,0.622,64.63,0.726,img_00232.jpg,2026-02-07
Corn,Downy_Mildew,2,120,33.29,75.8,7.96,186,118,93,0.34,0.658,68.18,0.796,img_00233.jpg,2025-08-28
Grape,Powdery_Mildew,2,100,34.93,74.26,39.39,61,56,68,0.605,0.683,53.14,0.719,img_00234.jpg,2025-10-21
Rice,Anthracnose,3,160,23.26,73.32,13.21,169,111,42,0.317,0.659,56.88,0.869,img_00235.jpg,2025-02-22
Corn,Leaf_Blight,3,150,13.23,60.47,31.01,154,127,61,0.372,0.682,50.58,0.98,img_00236.jpg,2025-06-05
Grape,Downy_Mildew,2,120,12.53,82.47,76.05,185,135,99,0.864,0.646,5.49,0.703,img_00237.jpg,2025-07-15
Potato,Fusarium_Wilt,5,280,30.82,72.18,29.01,178,49,21,0.272,0.795,60.9,0.769,img_00238.jpg,2026-01-05
Corn,Powdery_Mildew,2,100,35.42,71.3,31.36,88,81,44,0.664,0.754,14.31,0.742,img_00239.jpg,2025-11-11
Potato,Powdery_Mildew,2,100,17.15,87.1,74.91,128,90,90,0.452,0.448,63.13,0.944,img_00240.jpg,2025-10-07
Apple,Powdery_Mildew,2,100,16.52,80.13,13.83,143,141,41,0.376,0.259,36.3,0.798,img_00241.jpg,2025-11-30
Potato,Root_Rot,4,220,18.45,85.44,29.0,151,140,93,0.267,0.241,72.65,0.737,img_00242.jpg,2025-12-26
Pepper,Fusarium_Wilt,5,280,37.99,82.43,15.02,172,43,49,0.778,0.504,75.34,0.984,img_00243.jpg,2025-03-28
Corn,Downy_Mildew,2,120,19.2,65.13,51.47,176,78,96,0.351,0.253,21.95,0.84,img_00244.jpg,2025-09-02
Rice,Fusarium_Wilt,5,280,35.34,79.96,7.31,126,108,34,0.256,0.588,48.61,0.947,img_00245.jpg,2025-08-02
Pepper,Mosaic_Virus,5,250,16.91,85.9,40.86,90,84,53,0.39,0.437,66.55,0.725,img_00246.jpg,2025-10-07
Grape,Bacterial_Spot,3,180,27.85,89.74,21.44,123,82,42,0.502,0.719,27.38,0.765,img_00247.jpg,2025-08-13
Corn,Rust,4,200,20.23,61.84,2.62,88,99,92,0.529,0.149,34.62,0.732,img_00248.jpg,2025-08-12
Rice,Mosaic_Virus,5,250,24.04,64.08,52.53,123,108,42,0.309,0.248,28.77,0.98,img_00249.jpg,2025-09-26
Potato,Leaf_Blight,3,150,27.37,63.9,0.45,183,79,44,0.753,0.31,74.13,0.832,img_00250.jpg,2025-05-29
Apple,Leaf_Blight,3,150,33.38,79.48,28.34,103,42,39,0.209,0.12,71.91,0.835,img_00251.jpg,2026-01-07
Grape,Rust,4,200,17.14,76.28,22.87,124,142,67,0.77,0.268,59.02,0.761,img_00252.jpg,2025-07-04
Tomato,Rust,4,200,26.28,89.31,9.22,92,136,70,0.238,0.576,27.06,0.803,img_00253.jpg,2025-03-05
Corn,Mosaic_Virus,5,250,25.01,82.84,50.08,118,53,71,0.64,0.504,37.63,0.869,img_00254.jpg,2026-01-21
Potato,Rust,4,200,33.11,87.69,8.36,68,122,31,0.86,0.588,52.5,0.797,img_00255.jpg,2025-03-03
Wheat,Fusarium_Wilt,5,280,21.44,65.93,30.18,117,96,87,0.749,0.666,57.71,0.919,img_00256.jpg,2025-07-07
Rice,Root_Rot,4,220,15.63,74.36,19.94,107,128,32,0.102,0.171,53.89,0.806,img_00257.jpg,2025-12-30
Rice,Downy_Mildew,2,120,22.46,81.36,22.54,135,61,44,0.822,0.202,51.96,0.767,img_00258.jpg,2025-06-10
Rice,Leaf_Blight,3,150,19.2,78.25,6.87,63,73,79,0.215,0.457,16.32,0.827,img_00259.jpg,2025-08-08
Corn,Powdery_Mildew,2,100,35.56,84.12,0.84,69,145,75,0.127,0.685,22.3,0.955,img_00260.jpg,2026-02-05
Rice,Leaf_Blight,3,150,27.12,85.98,15.75,117,102,57,0.61,0.252,64.52,0.986,img_00261.jpg,2025-03-18
Wheat,Downy_Mildew,2,120,30.67,68.21,7.48,190,57,51,0.184,0.747,10.18,0.761,img_00262.jpg,2025-11-10
Apple,Rust,4,200,20.59,61.93,20.83,195,58,56,0.29,0.716,63.83,0.905,img_00263.jpg,2025-10-06
Potato,Healthy,0,0,24.85,71.01,66.4,55,207,71,0.183,0.0,0.0,0.785,img_00264.jpg,2025-12-25
Pepper,Powdery_Mildew,2,100,42.18,73.4,92.68,178,87,56,0.432,0.581,44.73,0.881,img_00265.jpg,2025-11-25
Wheat,Downy_Mildew,2,120,29.14,62.28,55.07,153,42,68,0.484,0.539,25.89,0.724,img_00266.jpg,2025-08-04
Wheat,Healthy,0,0,26.91,69.28,17.73,77,143,79,0.181,0.0,0.0,0.848,img_00267.jpg,2026-02-19
Pepper,Downy_Mildew,2,120,8.99,76.45,14.12,72,119,27,0.896,0.123,45.6,0.876,img_00268.jpg,2025-08-01
Pepper,Bacterial_Spot,3,180,15.1,68.1,29.5,195,57,45,0.66,0.293,28.86,0.747,img_00269.jpg,2025-06-17
Tomato,Healthy,0,0,24.89,80.01,141.09,162,143,48,0.275,0.0,0.0,0.987,img_00270.jpg,2025-07-19
Grape,Anthracnose,3,160,16.73,68.14,23.41,68,41,85,0.104,0.792,52.01,0.987,img_00271.jpg,2025-12-26
Wheat,Downy_Mildew,2,120,43.15,89.75,0.29,58,85,61,0.671,0.762,10.82,0.913,img_00272.jpg,2025-06-26
Corn,Root_Rot,4,220,20.45,80.34,47.38,99,45,32,0.824,0.312,26.24,0.979,img_00273.jpg,2025-04-16
Tomato,Mosaic_Virus,5,250,26.92,71.1,8.1,191,140,52,0.412,0.351,52.75,0.844,img_00274.jpg,2025-06-17
Pepper,Root_Rot,4,220,17.19,74.44,37.08,172,110,72,0.154,0.8,49.75,0.763,img_00275.jpg,2025-03-04
Grape,Leaf_Blight,3,150,19.91,65.06,52.58,89,112,56,0.305,0.589,5.41,0.849,img_00276.jpg,2025-11-17
Pepper,Leaf_Blight,3,150,18.2,61.08,27.0,159,141,23,0.144,0.734,71.03,0.782,img_00277.jpg,2025-12-06
Rice,Healthy,0,0,21.76,86.49,1.9,182,174,59,0.641,0.0,0.0,0.759,img_00278.jpg,2025-05-16
Grape,Downy_Mildew,2,120,37.94,68.49,14.81,72,43,53,0.112,0.696,28.59,0.938,img_00279.jpg,2025-05-08
Rice,Healthy,0,0,33.16,62.99,5.57,86,200,86,0.138,0.0,0.0,0.951,img_00280.jpg,2025-12-29
Grape,Downy_Mildew,2,120,25.99,65.36,34.67,179,103,63,0.486,0.571,44.11,0.86,img_00281.jpg,2025-05-01
Tomato,Rust,4,200,13.43,85.3,44.19,116,121,75,0.533,0.686,76.38,0.861,img_00282.jpg,2025-10-27
Grape,Powdery_Mildew,2,100,15.89,71.69,11.69,107,117,56,0.264,0.289,12.08,0.894,img_00283.jpg,2025-09-20
Grape,Mosaic_Virus,5,250,27.14,93.04,65.05,145,129,22,0.374,0.624,49.59,0.891,img_00284.jpg,2025-10-11
Grape,Fusarium_Wilt,5,280,23.74,71.02,21.66,52,142,61,0.385,0.541,52.75,0.867,img_00285.jpg,2025-06-25
Potato,Bacterial_Spot,3,180,18.02,76.93,3.0,103,67,85,0.114,0.591,39.16,0.745,img_00286.jpg,2025-04-24
Potato,Fusarium_Wilt,5,280,38.84,65.55,85.63,136,66,27,0.458,0.729,57.77,0.847,img_00287.jpg,2025-07-29
Apple,Healthy,0,0,21.1,48.85,1.38,78,133,66,0.733,0.0,0.0,0.839,img_00288.jpg,2025-03-06
Tomato,Rust,4,200,24.6,89.44,5.51,91,90,20,0.289,0.196,52.11,0.702,img_00289.jpg,2025-08-05
Tomato,Bacterial_Spot,3,180,16.36,77.67,31.0,149,136,23,0.644,0.165,67.0,0.973,img_00290.jpg,2025-05-06
Tomato,Anthracnose,3,160,22.93,92.18,2.89,62,41,31,0.422,0.581,21.56,0.922,img_00291.jpg,2025-10-25
Corn,Bacterial_Spot,3,180,28.5,72.13,69.17,99,93,65,0.697,0.685,28.99,0.945,img_00292.jpg,2025-08-31
Pepper,Leaf_Blight,3,150,21.26,84.45,17.45,63,58,49,0.222,0.349,77.8,0.742,img_00293.jpg,2025-03-07
Potato,Healthy,0,0,8.84,91.87,14.22,87,208,24,0.681,0.0,0.0,0.796,img_00294.jpg,2025-05-13
Apple,Leaf_Blight,3,150,22.33,70.2,52.44,152,64,64,0.287,0.61,18.11,0.799,img_00295.jpg,2025-05-09
Potato,Fusarium_Wilt,5,280,26.73,84.75,38.53,93,101,55,0.42,0.236,45.08,0.832,img_00296.jpg,2025-11-15
Corn,Root_Rot,4,220,22.93,89.21,21.16,95,96,53,0.649,0.709,30.88,0.721,img_00297.jpg,2025-04-29
Pepper,Root_Rot,4,220,27.02,64.35,35.58,131,49,70,0.373,0.65,46.67,0.833,img_00298.jpg,2026-02-14
Rice,Anthracnose,3,160,29.6,78.85,5.85,50,127,76,0.345,0.682,12.78,0.836,img_00299.jpg,2025-11-22
Apple,Leaf_Blight,3,150,18.01,71.45,24.54,135,93,20,0.268,0.464,16.56,0.983,img_00300.jpg,2025-10-16
Wheat,Leaf_Blight,3,150,28.29,87.1,4.62,109,115,56,0.887,0.706,32.29,0.959,img_00301.jpg,2025-03-30
Corn,Root_Rot,4,220,19.45,88.93,33.74,157,98,34,0.394,0.615,37.66,0.818,img_00302.jpg,2025-08-29
Grape,Powdery_Mildew,2,100,40.11,92.49,4.01,199,143,37,0.61,0.672,6.94,0.935,img_00303.jpg,2026-02-18
Corn,Powdery_Mildew,2,100,33.69,75.71,36.13,157,129,35,0.274,0.641,36.61,0.856,img_00304.jpg,2025-12-24
Tomato,Root_Rot,4,220,25.44,86.44,22.42,125,82,94,0.339,0.142,11.69,0.941,img_00305.jpg,2025-05-14
Pepper,Downy_Mildew,2,120,29.34,76.11,8.34,129,69,52,0.243,0.685,76.83,0.861,img_00306.jpg,2025-08-16
Tomato,Bacterial_Spot,3,180,21.29,93.57,12.19,61,140,65,0.346,0.174,18.03,0.977,img_00307.jpg,2025-12-09
Wheat,Fusarium_Wilt,5,280,19.96,63.86,50.42,96,56,51,0.568,0.53,70.28,0.897,img_00308.jpg,2025-11-10
Wheat,Mosaic_Virus,5,250,44.43,89.59,9.97,115,90,91,0.64,0.117,68.75,0.877,img_00309.jpg,2025-06-07
Wheat,Bacterial_Spot,3,180,19.61,75.24,17.2,97,57,48,0.701,0.386,8.88,0.941,img_00310.jpg,2025-03-07
Potato,Fusarium_Wilt,5,280,22.27,83.61,44.47,160,113,23,0.763,0.103,26.21,0.854,img_00311.jpg,2026-02-17
Apple,Root_Rot,4,220,18.79,68.75,3.36,140,80,72,0.654,0.423,11.53,0.736,img_00312.jpg,2025-07-05
Apple,Rust,4,200,24.36,65.56,14.13,122,56,54,0.785,0.526,49.73,0.958,img_00313.jpg,2026-01-07
Rice,Anthracnose,3,160,19.79,79.23,24.2,167,90,78,0.526,0.481,52.71,0.705,img_00314.jpg,2025-08-30
Grape,Bacterial_Spot,3,180,23.89,84.79,19.06,192,113,87,0.421,0.478,42.45,0.741,img_00315.jpg,2025-05-02
Apple,Rust,4,200,16.52,67.31,12.4,121,41,67,0.236,0.253,7.9,0.943,img_00316.jpg,2025-12-19
Corn,Healthy,0,0,22.26,46.45,51.96,51,207,59,0.643,0.0,0.0,0.802,img_00317.jpg,2026-01-09
Tomato,Bacterial_Spot,3,180,12.75,66.45,72.6,199,134,93,0.472,0.349,79.89,0.915,img_00318.jpg,2026-01-05
Wheat,Powdery_Mildew,2,100,18.9,86.4,8.59,110,56,84,0.439,0.307,47.55,0.756,img_00319.jpg,2025-11-15
Apple,Leaf_Blight,3,150,39.55,80.53,36.11,68,144,33,0.659,0.397,22.57,0.944,img_00320.jpg,2025-08-15
Pepper,Downy_Mildew,2,120,19.57,84.24,22.91,102,74,44,0.339,0.381,57.94,0.812,img_00321.jpg,2025-05-06
Tomato,Fusarium_Wilt,5,280,35.13,78.26,42.06,121,51,27,0.524,0.508,29.21,0.91,img_00322.jpg,2025-10-30
Pepper,Mosaic_Virus,5,250,21.09,86.41,60.94,93,75,37,0.253,0.762,70.26,0.737,img_00323.jpg,2025-12-30
Pepper,Anthracnose,3,160,17.3,93.01,48.31,195,66,47,0.73,0.449,78.5,0.979,img_00324.jpg,2026-01-09
Tomato,Anthracnose,3,160,40.68,91.57,19.12,106,115,48,0.547,0.673,9.66,0.928,img_00325.jpg,2025-11-13
Apple,Healthy,0,0,25.52,51.75,29.96,188,174,34,0.66,0.0,0.0,0.811,img_00326.jpg,2025-07-24
Pepper,Downy_Mildew,2,120,30.07,71.88,23.64,76,114,31,0.576,0.775,61.32,0.89,img_00327.jpg,2026-01-21
Rice,Fusarium_Wilt,5,280,30.5,78.86,1.23,168,76,92,0.793,0.529,8.34,0.808,img_00328.jpg,2026-01-13
Rice,Powdery_Mildew,2,100,25.25,91.37,0.05,164,122,79,0.151,0.44,27.48,0.826,img_00329.jpg,2025-02-27
Tomato,Root_Rot,4,220,24.03,85.29,101.93,71,79,21,0.807,0.513,43.11,0.766,img_00330.jpg,2025-09-04
Grape,Leaf_Blight,3,150,17.1,80.28,16.96,174,57,35,0.739,0.352,49.38,0.924,img_00331.jpg,2025-10-13
Wheat,Downy_Mildew,2,120,27.98,92.99,0.82,184,136,24,0.757,0.74,44.29,0.821,img_00332.jpg,2025-04-01
Apple,Downy_Mildew,2,120,35.86,83.51,18.26,138,106,49,0.303,0.5,6.88,0.931,img_00333.jpg,2025-11-05
Pepper,Rust,4,200,15.63,73.8,6.71,170,105,45,0.39,0.143,54.45,0.902,img_00334.jpg,2025-08-06
Rice,Downy_Mildew,2,120,22.38,62.05,31.63,111,91,97,0.488,0.113,49.24,0.941,img_00335.jpg,2025-12-22
Pepper,Downy_Mildew,2,120,37.07,87.62,22.62,171,103,29,0.603,0.424,60.06,0.801,img_00336.jpg,2025-07-28
Pepper,Anthracnose,3,160,20.63,71.37,1.03,154,90,64,0.745,0.268,41.99,0.768,img_00337.jpg,2025-03-15
Tomato,Root_Rot,4,220,26.13,69.86,22.73,170,40,71,0.101,0.275,28.99,0.964,img_00338.jpg,2026-02-15
Rice,Root_Rot,4,220,28.47,85.37,43.7,188,125,49,0.624,0.168,20.3,0.816,img_00339.jpg,2025-10-28
Apple,Bacterial_Spot,3,180,38.35,83.13,36.22,95,74,55,0.306,0.388,70.63,0.804,img_00340.jpg,2025-03-21
Pepper,Fusarium_Wilt,5,280,9.2,70.43,32.33,100,56,23,0.838,0.388,64.63,0.928,img_00341.jpg,2025-03-10
Potato,Rust,4,200,17.63,74.5,11.76,133,141,54,0.629,0.303,44.55,0.862,img_00342.jpg,2025-03-29
Wheat,Anthracnose,3,160,17.64,83.86,59.0,83,40,51,0.14,0.261,26.49,0.908,img_00343.jpg,2026-01-28
Wheat,Rust,4,200,28.96,73.32,96.98,103,111,50,0.456,0.418,65.61,0.788,img_00344.jpg,2025-11-21
Grape,Bacterial_Spot,3,180,25.76,69.25,21.06,162,59,71,0.726,0.752,13.77,0.754,img_00345.jpg,2025-07-03
Pepper,Mosaic_Virus,5,250,16.44,85.36,32.93,94,101,99,0.577,0.172,35.0,0.724,img_00346.jpg,2025-10-07
Potato,Mosaic_Virus,5,250,26.12,71.91,9.73,179,65,63,0.773,0.198,61.3,0.737,img_00347.jpg,2026-02-19
Rice,Bacterial_Spot,3,180,24.27,71.62,68.85,150,132,54,0.179,0.13,67.14,0.772,img_00348.jpg,2025-05-22
Rice,Healthy,0,0,22.24,55.62,7.7,162,117,49,0.704,0.0,0.0,0.939,img_00349.jpg,2025-02-26
Wheat,Anthracnose,3,160,29.39,62.15,1.09,106,45,36,0.653,0.245,17.27,0.776,img_00350.jpg,2025-12-22
Potato,Downy_Mildew,2,120,43.38,72.63,15.83,101,68,21,0.204,0.708,69.46,0.721,img_00351.jpg,2025-08-27
Tomato,Root_Rot,4,220,19.61,82.26,8.68,178,131,88,0.645,0.191,6.13,0.705,img_00352.jpg,2025-08-29
Corn,Bacterial_Spot,3,180,4.75,80.22,44.19,90,141,79,0.211,0.435,55.14,0.808,img_00353.jpg,2025-06-17
Pepper,Healthy,0,0,27.19,41.6,12.5,153,205,55,0.252,0.0,0.0,0.911,img_00354.jpg,2025-04-21
Apple,Fusarium_Wilt,5,280,12.71,78.29,10.32,112,147,29,0.819,0.617,78.76,0.727,img_00355.jpg,2025-04-29
Pepper,Bacterial_Spot,3,180,20.96,91.72,31.84,97,135,76,0.752,0.724,40.77,0.958,img_00356.jpg,2025-07-23
Potato,Leaf_Blight,3,150,5.58,70.2,1.87,82,105,52,0.336,0.562,40.1,0.774,img_00357.jpg,2025-12-26
Pepper,Healthy,0,0,27.99,50.38,20.1,56,130,33,0.378,0.0,0.0,0.773,img_00358.jpg,2025-05-01
Grape,Anthracnose,3,160,20.91,76.05,16.04,100,127,42,0.472,0.489,59.25,0.803,img_00359.jpg,2025-09-15
Apple,Anthracnose,3,160,23.52,75.89,5.54,95,128,94,0.585,0.108,32.44,0.701,img_00360.jpg,2025-09-24
Grape,Mosaic_Virus,5,250,28.85,78.73,17.82,96,69,65,0.251,0.181,30.01,0.86,img_00361.jpg,2025-08-29
Corn,Anthracnose,3,160,24.75,86.8,1.83,121,43,46,0.426,0.303,37.52,0.724,img_00362.jpg,2025-06-02
Pepper,Fusarium_Wilt,5,280,26.48,80.83,4.44,174,64,60,0.399,0.241,65.49,0.799,img_00363.jpg,2025-12-04
Grape,Powdery_Mildew,2,100,24.1,68.45,21.98,181,83,93,0.21,0.118,79.08,0.941,img_00364.jpg,2025-03-07
Wheat,Fusarium_Wilt,5,280,25.8,60.97,6.43,145,94,76,0.87,0.691,72.01,0.769,img_00365.jpg,2025-09-21
Apple,Downy_Mildew,2,120,21.25,91.61,48.06,62,142,78,0.522,0.294,62.62,0.761,img_00366.jpg,2025-10-05
Wheat,Healthy,0,0,19.87,62.89,37.12,164,214,43,0.729,0.0,0.0,0.907,img_00367.jpg,2025-04-29
Rice,Healthy,0,0,8.15,89.87,37.79,78,96,26,0.648,0.0,0.0,0.889,img_00368.jpg,2025-03-06
Apple,Root_Rot,4,220,11.42,71.64,38.11,151,72,42,0.757,0.335,8.65,0.913,img_00369.jpg,2025-07-21
Grape,Healthy,0,0,14.38,79.37,11.66,100,107,93,0.545,0.0,0.0,0.973,img_00370.jpg,2025-08-09
Corn,Fusarium_Wilt,5,280,15.13,77.97,5.74,55,106,33,0.605,0.221,78.51,0.895,img_00371.jpg,2025-03-24
Potato,Root_Rot,4,220,14.06,93.25,67.62,97,93,81,0.87,0.585,36.84,0.706,img_00372.jpg,2025-10-31
Corn,Downy_Mildew,2,120,12.91,66.5,12.87,113,94,86,0.131,0.608,59.94,0.879,img_00373.jpg,2025-07-25
Pepper,Downy_Mildew,2,120,21.66,62.11,18.41,166,91,76,0.136,0.621,77.91,0.984,img_00374.jpg,2026-02-02
Pepper,Fusarium_Wilt,5,280,28.84,68.4,0.58,145,60,77,0.78,0.5,31.0,0.964,img_00375.jpg,2025-07-09
Pepper,Anthracnose,3,160,14.51,61.35,0.55,162,46,61,0.108,0.524,13.63,0.723,img_00376.jpg,2025-04-20
Pepper,Mosaic_Virus,5,250,25.17,91.15,36.14,62,146,50,0.11,0.355,41.87,0.854,img_00377.jpg,2026-01-30
Grape,Rust,4,200,35.66,88.0,21.84,101,149,81,0.132,0.32,14.46,0.72,img_00378.jpg,2025-12-08
Wheat,Root_Rot,4,220,18.18,88.89,13.62,198,123,53,0.554,0.553,53.35,0.854,img_00379.jpg,2025-06-10
Corn,Anthracnose,3,160,14.61,71.02,38.33,184,90,24,0.125,0.794,40.09,0.925,img_00380.jpg,2025-07-07
Potato,Leaf_Blight,3,150,41.64,73.36,28.19,91,111,49,0.6,0.143,40.0,0.705,img_00381.jpg,2026-01-22
Wheat,Anthracnose,3,160,27.29,80.26,12.33,101,73,27,0.116,0.133,64.66,0.819,img_00382.jpg,2025-08-20
Corn,Leaf_Blight,3,150,54.07,60.56,53.21,89,110,44,0.489,0.454,9.48,0.736,img_00383.jpg,2025-05-12
Grape,Fusarium_Wilt,5,280,39.95,73.27,22.42,166,112,38,0.781,0.789,73.48,0.749,img_00384.jpg,2025-11-23
Tomato,Powdery_Mildew,2,100,16.94,89.42,18.42,147,112,98,0.189,0.491,23.51,0.76,img_00385.jpg,2025-07-26
Corn,Downy_Mildew,2,120,21.75,92.93,31.23,131,131,35,0.368,0.479,69.97,0.759,img_00386.jpg,2025-09-25
Corn,Rust,4,200,22.97,92.59,20.73,190,117,72,0.362,0.528,55.82,0.957,img_00387.jpg,2025-10-24
Wheat,Rust,4,200,12.01,87.45,37.29,128,63,58,0.629,0.24,28.84,0.741,img_00388.jpg,2026-01-24
Wheat,Powdery_Mildew,2,100,30.58,61.05,73.6,53,60,90,0.303,0.727,30.72,0.854,img_00389.jpg,2025-04-10
Wheat,Fusarium_Wilt,5,280,25.54,88.3,24.98,149,74,44,0.321,0.351,51.64,0.892,img_00390.jpg,2025-10-13
Grape,Bacterial_Spot,3,180,21.34,82.3,51.32,129,52,63,0.147,0.3,67.84,0.836,img_00391.jpg,2026-02-08
Tomato,Root_Rot,4,220,34.91,71.32,0.34,156,133,54,0.881,0.784,75.83,0.98,img_00392.jpg,2025-08-10
Rice,Fusarium_Wilt,5,280,28.81,69.95,1.13,197,125,30,0.644,0.705,21.65,0.83,img_00393.jpg,2025-02-22
Tomato,Rust,4,200,35.69,71.68,1.74,84,146,41,0.538,0.466,49.91,0.863,img_00394.jpg,2025-07-30
Apple,Fusarium_Wilt,5,280,20.09,90.67,70.27,75,58,87,0.376,0.737,61.64,0.824,img_00395.jpg,2025-03-21
Wheat,Powdery_Mildew,2,100,20.56,60.64,0.31,105,147,76,0.716,0.679,19.0,0.984,img_00396.jpg,2025-08-29
Grape,Anthracnose,3,160,29.38,70.31,4.87,140,149,37,0.691,0.36,47.63,0.913,img_00397.jpg,2025-09-07
Rice,Powdery_Mildew,2,100,26.95,65.55,23.03,198,79,80,0.808,0.415,76.81,0.724,img_00398.jpg,2026-01-04
Apple,Powdery_Mildew,2,100,25.15,91.09,14.73,146,103,90,0.19,0.642,26.19,0.826,img_00399.jpg,2025-10-18
Tomato,Anthracnose,3,160,21.64,71.56,15.02,57,74,43,0.458,0.414,48.61,0.776,img_00400.jpg,2026-02-03
Rice,Root_Rot,4,220,28.21,81.3,31.07,81,65,51,0.507,0.312,58.51,0.979,img_00401.jpg,2025-10-13
Apple,Downy_Mildew,2,120,28.29,65.41,3.87,111,63,89,0.482,0.283,60.21,0.945,img_00402.jpg,2025-09-25
Pepper,Downy_Mildew,2,120,26.91,71.88,6.42,162,88,62,0.702,0.655,20.63,0.751,img_00403.jpg,2025-08-29
Potato,Rust,4,200,17.1,73.79,8.34,90,113,98,0.755,0.124,38.3,0.884,img_00404.jpg,2025-12-22
Tomato,Fusarium_Wilt,5,280,21.94,90.35,34.53,53,147,71,0.115,0.296,15.27,0.881,img_00405.jpg,2025-10-11
Apple,Powdery_Mildew,2,100,18.31,67.88,8.38,66,57,24,0.136,0.702,67.13,0.831,img_00406.jpg,2025-08-24
Corn,Bacterial_Spot,3,180,17.27,83.63,78.11,93,143,83,0.618,0.555,67.3,0.895,img_00407.jpg,2025-05-24
Apple,Healthy,0,0,34.67,54.57,34.11,97,135,48,0.899,0.0,0.0,0.862,img_00408.jpg,2025-10-16
Grape,Anthracnose,3,160,25.5,83.05,27.54,126,66,37,0.794,0.613,39.59,0.967,img_00409.jpg,2025-09-18
Apple,Powdery_Mildew,2,100,29.35,88.54,2.98,58,125,81,0.15,0.623,26.2,0.859,img_00410.jpg,2025-09-02
Pepper,Healthy,0,0,34.27,68.82,51.09,166,196,77,0.702,0.0,0.0,0.99,img_00411.jpg,2025-05-10
Pepper,Root_Rot,4,220,22.31,81.27,12.47,147,66,60,0.834,0.735,12.12,0.733,img_00412.jpg,2025-05-17
Tomato,Root_Rot,4,220,28.39,74.74,1.1,70,115,66,0.268,0.495,12.88,0.754,img_00413.jpg,2025-03-09
Tomato,Powdery_Mildew,2,100,39.44,79.23,3.8,183,47,76,0.593,0.537,40.68,0.744,img_00414.jpg,2025-10-25
