date,commodity,market,grade,price_per_quintal,volume_quintals,total_value,price_change_pct
2025-08-15,Soybean,Mumbai,B,4139.43,324.15,1341800.29,0.32
2025-06-23,Onion,Delhi,C,1898.26,709.24,1346327.78,3.81
2025-12-24,Wheat,Hyderabad,A,2380.74,994.6,2367881.33,4.34
2025-07-16,Maize,Delhi,C,1400.88,313.55,439251.58,-1.7
2025-05-29,Tomato,Chennai,B,2474.17,153.39,379506.07,-0.88
2025-07-19,Soybean,Delhi,B,4258.29,360.38,1534616.06,-1.71
2025-05-09,Rice,Hyderabad,B,4608.21,26.88,123880.83,2.65
2025-03-09,Rice,Kolkata,B,4668.25,737.66,3443599.62,-3.74
2025-04-10,Rice,Hyderabad,C,4190.66,179.08,750459.78,-2.6
2026-02-10,Tomato,Delhi,C,2878.94,346.3,996968.16,-0.56
2025-10-04,Cotton,Chennai,A,4886.82,369.98,1808028.87,-0.05
2025-04-19,Potato,Chennai,C,1536.32,205.89,316314.2,-2.29
2025-11-19,Soybean,Hyderabad,A,4590.55,1068.12,4903241.5,0.98
2025-08-09,Potato,Delhi,C,1197.32,684.31,819341.8,0.77
2026-02-12,Rice,Kolkata,C,3370.12,285.01,960518.41,-0.93
2025-10-03,Onion,Chennai,A,1716.44,462.14,793225.15,0.32
2025-09-09,Maize,Chennai,B,1263.83,48.78,61655.7,-4.97
2025-06-27,Rice,Bangalore,A,4372.3,248.78,1087731.66,-0.31
2026-01-19,Potato,Hyderabad,C,1229.79,260.89,320839.12,1.76
2025-09-21,Tomato,Mumbai,C,1673.85,515.74,863278.64,-4.2
2025-04-29,Wheat,Bangalore,B,2618.29,1836.17,4807624.46,4.53
2025-08-23,Soybean,Chennai,C,3737.59,319.28,1193329.25,-4.82
2025-03-22,Onion,Mumbai,A,2694.94,48.96,131950.84,-2.89
2025-10-03,Soybean,Chennai,C,3337.17,246.58,822881.21,-3.79
2025-04-17,Sugarcane,Delhi,A,418.83,192.45,80602.83,3.62
2025-11-14,Soybean,Delhi,C,3913.01,2470.22,9666008.26,3.56
2025-07-25,Sugarcane,Chennai,A,404.27,367.38,148519.49,0.1
2025-12-13,Soybean,Mumbai,B,4089.13,179.13,732482.84,1.56
2025-07-22,Soybean,Chennai,B,4562.43,1779.18,8117400.64,1.34
2025-12-18,Potato,Bangalore,B,1553.41,182.8,283958.46,-1.78
2025-05-13,Onion,Mumbai,C,1780.24,363.96,647943.49,1.42
2025-06-10,Tomato,Kolkata,A,2904.87,188.88,548667.17,2.96
2026-01-23,Cotton,Mumbai,C,6065.46,1676.58,10169238.95,-1.11
2025-06-10,Rice,Bangalore,C,3804.08,1434.63,5457423.59,2.87
2025-05-15,Cotton,Mumbai,B,7108.2,457.84,3254392.99,4.68
2025-12-25,Potato,Hyderabad,C,1299.5,326.08,423742.13,4.3
2025-07-17,Sugarcane,Kolkata,B,372.65,179.73,66975.8,2.73
2025-08-22,Sugarcane,Hyderabad,A,328.79,609.8,200495.39,0.4
2025-04-19,Maize,Bangalore,B,2063.29,105.34,217350.45,-1.78
2026-02-10,Soybean,Chennai,B,4448.23,155.19,690307.24,-0.47
2025-07-13,Potato,Chennai,C,1295.51,924.81,1198101.48,-4.33
2025-08-14,Cotton,Chennai,A,4944.97,173.91,859985.81,-4.5
2025-07-21,Potato,Bangalore,C,1078.71,328.82,354701.65,0.54
2025-04-23,Cotton,Mumbai,B,6581.63,1452.02,9556674.14,2.04
2025-11-01,Maize,Bangalore,A,1432.31,1559.62,2233861.33,1.17
2025-07-31,Soybean,Delhi,C,3269.33,46.18,150967.31,-3.83
2025-05-12,Wheat,Delhi,A,2800.5,330.28,924935.95,3.72
2025-03-25,Onion,Kolkata,A,2363.72,148.36,350683.11,2.79
2025-12-23,Soybean,Bangalore,C,3923.02,490.01,1922307.16,-0.87
2025-11-15,Wheat,Mumbai,A,2023.63,1912.24,3869675.99,4.37
2025-03-01,Wheat,Chennai,B,2707.35,152.0,411510.13,2.9
2025-04-04,Sugarcane,Kolkata,A,468.87,498.56,233762.4,1.11
2025-03-16,Soybean,Bangalore,B,4616.78,91.23,421182.9,-1.05
2025-03-15,Rice,Kolkata,C,3259.55,598.38,1950456.12,-2.77
2026-01-26,Rice,Bangalore,B,4297.98,1087.44,4673783.94,1.08
2026-01-15,Rice,Mumbai,C,3041.82,510.39,1552510.93,-3.49
2025-07-14,Cotton,Delhi,C,5110.8,182.88,934667.45,-1.71
2025-07-23,Sugarcane,Bangalore,A,334.43,161.34,53958.06,-0.06
2025-08-19,Rice,Bangalore,B,2846.91,144.12,410303.73,-2.75
2026-01-27,Cotton,Hyderabad,B,7094.47,57.59,408595.85,-1.21
2025-06-15,Soybean,Chennai,A,5635.83,102.4,577129.36,-1.58
2025-10-22,Rice,Bangalore,C,2194.29,710.2,1558380.99,2.85
2025-09-18,Tomato,Chennai,A,2249.7,512.31,1152539.07,-2.88
2025-08-05,Soybean,Mumbai,A,4618.32,919.54,4246739.15,-3.1
2025-05-26,Sugarcane,Chennai,B,420.92,538.06,226481.41,-0.74
2025-10-28,Soybean,Kolkata,B,3144.39,869.91,2735342.24,-1.56
2025-03-17,Wheat,Mumbai,A,2505.98,692.58,1735586.94,4.14
2025-09-01,Maize,Hyderabad,A,1567.64,423.57,664001.33,-0.81
2025-06-10,Maize,Delhi,A,2002.46,935.78,1873857.15,-4.21
2025-05-10,Maize,Bangalore,C,1712.8,93.72,160524.57,4.11
2026-01-15,Soybean,Delhi,C,4638.4,695.64,3226668.95,4.8
2025-09-07,Rice,Delhi,A,2810.91,299.22,841070.03,2.49
2025-07-02,Rice,Bangalore,A,4064.28,95.15,386706.84,2.46
2025-08-23,Onion,Delhi,B,1658.25,895.07,1484256.16,-3.44
2025-06-29,Potato,Hyderabad,A,1743.55,36.8,64158.41,-3.46
2025-02-22,Sugarcane,Kolkata,A,448.3,119.61,53621.85,0.35
2025-10-18,Soybean,Delhi,C,3479.93,521.0,1813037.75,2.89
2025-10-12,Tomato,Bangalore,C,1684.34,1494.38,2517047.02,-0.79
2025-02-22,Tomato,Kolkata,C,2289.49,658.51,1507638.0,1.55
2025-05-26,Sugarcane,Hyderabad,B,375.06,337.86,126717.53,3.07
2025-11-10,Cotton,Hyderabad,B,5438.41,61.35,333651.56,-3.24
2025-10-02,Sugarcane,Bangalore,A,301.26,360.68,108657.66,4.46
2025-04-13,Sugarcane,Chennai,B,368.86,177.34,65413.72,-0.38
2025-11-06,Tomato,Mumbai,A,2647.49,699.21,1851158.64,3.74
2025-10-30,Wheat,Delhi,A,1906.89,407.13,776342.51,4.08
2026-02-16,Cotton,Kolkata,A,7741.91,767.46,5941598.76,1.11
2025-08-08,Potato,Mumbai,A,1541.14,72.64,111944.82,1.34
2025-09-27,Maize,Chennai,A,1555.67,142.8,222144.97,-3.89
2025-03-26,Wheat,Delhi,A,2645.02,704.23,1862705.93,1.32
2025-04-01,Onion,Hyderabad,A,2553.73,484.36,1236923.35,3.04
2025-04-22,Cotton,Delhi,A,8693.57,207.52,1804065.62,-1.1
2025-12-26,Rice,Mumbai,C,2992.33,257.43,770327.83,-3.26
2025-08-27,Maize,Delhi,B,1721.96,76.8,132249.71,-3.64
2025-03-17,Onion,Delhi,C,2305.39,95.43,220012.44,-3.18
2025-06-11,Cotton,Delhi,B,6225.77,1393.51,8675691.38,-3.28
2025-08-06,Sugarcane,Kolkata,B,345.62,1164.92,402624.21,-4.87
2025-03-23,Soybean,Kolkata,A,5451.58,283.82,1547266.65,-2.62
2025-06-12,Wheat,Hyderabad,B,2081.83,311.84,649207.65,-2.07
2025-03-03,Soybean,Hyderabad,C,4179.66,270.95,1132472.17,3.56
2025-06-21,Soybean,Kolkata,C,4257.82,330.26,1406203.98,1.53
2025-08-15,Rice,Chennai,A,3050.22,151.58,462351.05,-1.95
2025-08-12,Soybean,Chennai,B,3964.79,215.95,856179.94,2.09
2025-10-08,Potato,Hyderabad,A,1232.24,507.93,625894.75,-4.78
2025-12-17,Maize,Hyderabad,C,1620.41,514.38,833503.91,3.26
2025-02-21,Cotton,Kolkata,B,7352.87,22.25,163605.7,3.6
2025-08-05,Wheat,Delhi,C,1591.85,386.87,615840.02,-2.25
2025-06-15,Cotton,Bangalore,A,5960.08,66.59,396866.42,-3.58
2025-05-01,Rice,Hyderabad,A,4591.28,947.85,4351852.92,4.7
2025-08-09,Rice,Bangalore,A,3776.44,294.66,1112784.48,4.71
2025-08-12,Onion,Delhi,B,1505.01,869.69,1308894.06,-1.99
2025-12-30,Cotton,Delhi,C,6055.23,623.64,3776303.76,2.43
2025-08-14,Cotton,Delhi,A,5449.48,38.85,211692.96,-1.96
2025-09-13,Onion,Bangalore,B,1640.99,1227.06,2013596.1,3.62
2025-09-01,Potato,Delhi,C,1094.78,29.89,32720.49,2.79
2025-10-14,Potato,Bangalore,B,1366.48,545.13,744907.94,-4.18
2025-10-04,Cotton,Bangalore,B,4111.51,1451.43,5967579.61,4.08
2025-08-10,Tomato,Kolkata,B,1912.96,313.54,599782.41,-3.63
2025-08-15,Potato,Delhi,A,1396.17,175.1,244469.39,2.63
2025-10-17,Cotton,Delhi,A,6076.42,65.97,400886.71,-0.43
2026-01-09,Sugarcane,Mumbai,A,435.93,926.42,403858.0,-1.47
2025-04-12,Wheat,Chennai,A,2936.99,625.77,1837873.52,4.76
2025-04-03,Rice,Chennai,A,4983.25,664.68,3312265.9,3.89
2025-06-17,Potato,Mumbai,C,1575.53,154.57,243532.07,3.36
2025-10-04,Maize,Delhi,A,1433.54,97.06,139146.66,-4.02
2025-12-06,Rice,Kolkata,A,3670.63,202.26,742430.32,-2.96
2025-11-17,Wheat,Bangalore,B,1786.38,486.1,868359.55,4.68
2025-10-29,Cotton,Mumbai,A,4832.27,146.15,706227.39,1.94
2026-02-07,Onion,Mumbai,B,2036.95,1212.83,2470464.77,0.7
2026-01-07,Onion,Hyderabad,B,2106.8,1533.28,3230323.97,2.17
2025-06-27,Tomato,Hyderabad,C,2225.29,540.07,1201825.01,-3.93
2025-06-21,Soybean,Chennai,A,5359.94,617.7,3310857.52,-3.28
2025-03-14,Soybean,Kolkata,A,6305.42,44.36,279736.49,-3.01
2025-11-05,Wheat,Hyderabad,C,1640.07,620.21,1017197.58,1.1
2025-07-01,Soybean,Chennai,B,4074.52,22.61,92115.23,-0.8
2025-12-31,Soybean,Kolkata,C,4248.81,210.78,895561.0,-1.61
2026-01-15,Onion,Kolkata,B,2169.98,343.15,744621.04,3.95
2025-10-12,Tomato,Bangalore,C,1763.28,95.14,167766.81,-3.3
2025-08-19,Soybean,Hyderabad,C,2938.69,131.76,387215.34,1.25
2025-08-17,Maize,Chennai,C,1275.5,308.28,393217.09,-4.55
2025-09-09,Soybean,Chennai,B,3495.23,488.89,1708788.99,3.51
2025-03-31,Sugarcane,Delhi,B,380.65,105.88,40304.61,0.08
2025-10-04,Rice,Chennai,A,3317.33,301.13,998960.71,-4.48
2025-07-19,Wheat,Chennai,A,2326.76,747.5,1739246.41,-3.39
2025-05-15,Tomato,Mumbai,B,3276.76,183.46,601168.11,2.44
2025-10-22,Wheat,Bangalore,C,1398.87,504.56,705809.71,1.29
2025-09-22,Onion,Kolkata,C,1524.45,265.69,405029.79,4.15
2026-02-03,Potato,Chennai,C,1476.98,730.23,1078536.1,1.6
2025-12-21,Cotton,Chennai,C,5346.99,485.88,2598000.53,3.53
2025-12-03,Sugarcane,Hyderabad,C,322.9,830.8,268270.1,1.24
2026-01-25,Potato,Bangalore,A,1703.31,261.08,444704.69,-2.58
2025-10-15,Tomato,Chennai,C,1704.78,1528.97,2606547.86,-1.41
2025-06-16,Wheat,Delhi,B,2379.0,10.33,24584.18,-0.73
2025-08-21,Wheat,Bangalore,C,1851.61,1294.45,2396808.69,0.56
2026-02-19,Potato,Mumbai,C,1552.36,17.06,26479.4,-0.52
2025-08-30,Onion,Chennai,B,1624.69,499.18,811009.68,1.02
2025-10-03,Sugarcane,Delhi,C,277.22,3.07,850.18,-0.97
2025-09-08,Maize,Bangalore,B,1366.27,862.65,1178611.9,4.5
2025-08-27,Soybean,Kolkata,A,4169.53,715.17,2981905.39,4.07
2025-10-12,Tomato,Kolkata,C,1791.6,368.67,660512.43,2.28
2025-06-07,Wheat,Bangalore,C,2463.06,648.54,1597385.38,0.31
2025-08-22,Potato,Bangalore,A,1249.47,576.44,720239.33,1.53
2025-09-12,Wheat,Chennai,A,1976.24,249.82,493701.93,-2.46
2025-05-26,Soybean,Chennai,B,5558.83,388.79,2161199.34,2.4
2026-02-04,Maize,Kolkata,B,2042.79,1847.4,3773847.94,1.2
2025-08-18,Cotton,Hyderabad,B,4400.17,287.48,1264959.92,2.55
2025-03-10,Wheat,Delhi,B,2887.15,776.61,2242185.97,1.37
2025-11-21,Sugarcane,Delhi,A,307.15,50.02,15364.08,-1.59
2025-04-03,Soybean,Kolkata,C,4952.96,482.71,2390850.21,-1.27
2025-10-17,Potato,Bangalore,A,1350.33,57.04,77027.05,3.52
2025-09-19,Wheat,Mumbai,A,2004.88,53.96,108181.18,-3.82
2025-12-18,Wheat,Chennai,B,2300.07,131.32,302039.29,-2.3
2025-09-20,Onion,Delhi,C,1311.82,124.12,162828.21,-3.63
2025-04-05,Cotton,Kolkata,A,7678.97,38.59,296351.01,3.71
2025-08-01,Sugarcane,Mumbai,B,324.63,192.64,62537.27,-1.7
2025-04-01,Soybean,Delhi,C,4917.34,54.95,270199.56,4.84
2025-07-18,Potato,Kolkata,A,1659.76,121.45,201569.63,3.35
2025-09-14,Rice,Kolkata,B,2905.27,776.76,2256694.21,3.62
2026-01-23,Sugarcane,Hyderabad,B,393.06,559.97,220102.5,3.24
2025-06-12,Tomato,Mumbai,C,2443.57,313.13,765153.9,2.14
2025-05-01,Wheat,Chennai,B,2501.16,317.69,794599.08,-1.41
2025-08-31,Cotton,Mumbai,B,5507.15,285.33,1571345.0,3.0
2025-11-16,Soybean,Mumbai,A,4610.17,7.25,33429.28,3.87
2025-04-18,Soybean,Delhi,C,4903.24,406.34,1992375.88,-1.6
2025-12-02,Rice,Hyderabad,A,3827.55,69.57,266280.1,-0.22
2025-05-11,Rice,Delhi,C,3363.72,720.69,2424207.61,-3.06
2026-01-30,Soybean,Bangalore,B,4404.56,110.0,484521.13,3.8
2025-06-23,Soybean,Hyderabad,C,4051.68,12.59,51014.06,2.61
2026-02-06,Wheat,Kolkata,C,2328.14,318.31,741063.7,4.97
2025-06-09,Onion,Bangalore,C,1839.69,343.01,631037.54,-1.65
2026-01-02,Potato,Bangalore,B,1523.68,1564.53,2383844.67,-4.7
2026-02-14,Potato,Kolkata,B,1826.16,394.45,720335.06,-2.31
2025-06-04,Onion,Chennai,A,2273.41,100.07,227492.1,0.31
2025-11-11,Rice,Kolkata,B,2538.65,782.37,1986153.13,1.9
2026-02-03,Onion,Mumbai,A,2356.37,131.76,310465.88,-0.03
2025-05-23,Rice,Hyderabad,A,4122.82,764.01,3149867.65,-1.41
2025-06-13,Maize,Chennai,C,1836.54,487.28,894902.57,0.62
2026-01-28,Rice,Chennai,A,4684.45,511.7,2397056.45,4.42
2025-08-19,Cotton,Mumbai,C,4562.09,237.28,1082488.42,1.22
2025-10-25,Cotton,Kolkata,C,4329.46,314.67,1362356.24,-1.51
2025-05-31,Onion,Chennai,B,2350.63,492.41,1157479.02,0.51
2025-03-20,Soybean,Bangalore,B,5297.25,523.5,2773090.36,4.01
2025-10-15,Sugarcane,Mumbai,B,303.85,156.02,47407.12,1.63
2025-11-20,Sugarcane,Hyderabad,C,237.78,1061.7,252454.74,0.41
2026-02-13,Rice,Chennai,A,4621.56,341.6,1578735.85,0.7
2025-03-15,Sugarcane,Bangalore,B,445.35,1036.41,461570.32,-3.19
2025-05-03,Potato,Mumbai,A,1816.25,1328.58,2413040.26,-4.66
2026-02-01,Soybean,Mumbai,A,5094.43,356.1,1814116.18,3.36
2026-02-01,Maize,Delhi,A,2128.48,126.2,268607.84,-1.94
2025-04-14,Maize,Kolkata,C,1799.09,83.75,150670.72,-0.89
2025-05-21,Potato,Delhi,A,1852.98,505.16,936053.32,0.95
2025-06-13,Soybean,Bangalore,B,4617.17,109.46,505392.66,2.52
2025-09-07,Sugarcane,Chennai,B,295.15,235.1,69390.42,-2.81
2026-01-25,Sugarcane,Delhi,C,361.05,562.41,203060.29,-0.57
2025-05-17,Rice,Hyderabad,B,3787.38,1301.97,4931058.48,2.14
2025-03-10,Potato,Delhi,B,1609.29,171.11,275362.23,3.94
2025-11-30,Potato,Kolkata,A,1368.08,133.28,182344.17,-4.44
2025-09-21,Cotton,Mumbai,B,4694.95,262.89,1234261.87,2.08
2025-06-11,Tomato,Hyderabad,A,3326.14,1302.42,4332035.86,-1.71
2025-10-11,Rice,Delhi,A,2958.44,1383.97,4094390.47,-4.26
2025-06-08,Wheat,Delhi,C,2054.65,510.04,1047954.9,-4.66
2025-11-20,Potato,Chennai,C,1119.25,367.57,411409.45,3.93
2025-12-29,Soybean,Chennai,C,3710.24,742.55,2755025.05,-0.47
2025-04-24,Tomato,Chennai,C,2661.99,4.45,11839.56,-1.93
2025-04-22,Sugarcane,Kolkata,B,464.2,331.02,153657.65,1.24
2025-12-10,Sugarcane,Mumbai,B,294.25,2000.1,588520.65,-1.1
2025-08-30,Soybean,Delhi,B,3586.79,1011.46,3627878.53,-3.12
2025-06-14,Rice,Delhi,B,3987.45,215.04,857466.94,1.35
2025-10-24,Tomato,Mumbai,B,2279.53,730.53,1665266.09,1.65
2025-07-25,Sugarcane,Kolkata,A,359.15,18.05,6483.56,0.87
2025-11-05,Tomato,Mumbai,B,2060.43,202.73,417710.11,-0.42
2025-11-13,Cotton,Bangalore,C,4146.96,105.64,438089.73,4.92
2025-04-14,Rice,Bangalore,A,5035.07,728.96,3670356.87,2.91
2026-02-07,Wheat,Delhi,A,2824.36,2880.62,8135905.1,-0.58
2025-10-14,Maize,Delhi,A,1792.16,226.22,405425.24,0.27
2025-12-14,Tomato,Kolkata,B,2530.33,301.26,762276.12,-0.93
2026-02-05,Potato,Kolkata,A,1951.14,15.14,29536.72,-1.43
2025-08-12,Sugarcane,Kolkata,C,276.11,117.49,32439.27,3.27
2025-06-23,Cotton,Chennai,A,5810.44,104.1,604840.81,-1.3
2026-01-01,Maize,Hyderabad,C,1676.92,188.98,316907.13,4.94
2025-09-13,Onion,Chennai,A,1593.35,423.23,674360.28,-2.22
2026-01-03,Tomato,Hyderabad,A,2610.32,7.97,20817.27,-2.0
2025-06-16,Cotton,Hyderabad,A,7626.52,154.64,1179396.17,0.75
2026-01-11,Cotton,Delhi,C,6055.55,774.62,4690778.18,4.54
2025-09-25,Tomato,Bangalore,C,1876.99,1681.32,3155813.06,-3.52
2025-05-07,Rice,Mumbai,B,3653.34,363.89,1329425.81,3.19
2025-06-19,Rice,Kolkata,A,4442.55,296.77,1318432.31,4.67
2025-04-03,Potato,Bangalore,B,2032.88,240.07,488032.52,0.07
2025-04-24,Onion,Hyderabad,C,2114.07,1748.72,3696919.55,3.04
2025-05-05,Rice,Hyderabad,A,4518.95,13.42,60623.99,-4.66
2025-08-07,Soybean,Hyderabad,C,3294.88,624.36,2057205.09,-2.08
2025-03-04,Maize,Kolkata,C,1641.06,583.88,958179.37,0.68
2025-09-15,Rice,Chennai,B,3165.04,1188.16,3760576.89,4.95
2025-03-26,Sugarcane,Delhi,C,354.8,175.76,62361.58,4.79
2025-06-26,Soybean,Mumbai,A,5758.55,112.77,649392.59,-0.34
2026-01-27,Onion,Kolkata,A,2437.3,1238.25,3017986.46,-3.77
2025-10-29,Onion,Mumbai,C,1382.46,155.77,215352.02,4.29
2025-10-02,Maize,Bangalore,C,1163.89,404.66,470982.19,1.28
2025-08-19,Maize,Kolkata,A,1649.29,7.19,11851.08,-4.04
2025-09-23,Tomato,Hyderabad,C,1722.63,915.91,1577770.3,-2.38
2025-10-24,Cotton,Chennai,B,4524.18,2540.32,11492851.62,3.38
2025-08-04,Soybean,Hyderabad,B,3668.03,100.09,367125.45,1.72
2025-08-07,Cotton,Kolkata,B,5356.06,53.32,285574.64,-3.75
2025-05-04,Potato,Chennai,C,1597.13,390.32,623388.06,2.4
2025-12-19,Soybean,Delhi,A,4424.59,267.01,1181391.31,4.79
2026-02-12,Rice,Chennai,A,4922.93,482.75,2376561.87,2.53
2025-11-27,Rice,Hyderabad,C,3130.92,417.81,1308131.12,4.74
2026-01-03,Sugarcane,Bangalore,B,328.87,93.47,30740.0,0.26
2025-05-19,Onion,Delhi,A,2444.02,323.8,791383.16,-4.04
2025-11-11,Potato,Hyderabad,C,1306.82,408.29,533559.66,3.51
2025-05-26,Potato,Kolkata,A,1945.28,99.35,193268.1,-0.85
2025-06-04,Onion,Mumbai,A,2069.5,344.28,712486.27,-3.25
2025-12-06,Soybean,Chennai,A,3870.77,644.14,2493318.71,3.77
2026-01-14,Soybean,Hyderabad,C,4409.67,92.98,410000.03,-1.43
2025-09-04,Maize,Mumbai,B,1323.38,174.92,231490.28,-0.16
2025-10-07,Cotton,Chennai,B,4596.34,722.54,3321035.39,-0.75
2026-02-10,Soybean,Delhi,B,4502.07,429.52,1933748.85,-0.28
2025-07-29,Onion,Hyderabad,A,1847.55,460.83,851413.54,-2.2
2026-01-22,Rice,Hyderabad,A,4309.77,137.77,593777.98,-4.86
2025-11-30,Cotton,Kolkata,A,6495.78,413.62,2686781.41,0.72
2025-06-18,Soybean,Delhi,C,3605.9,85.18,307156.55,-0.88
2025-12-31,Cotton,Delhi,B,6837.75,641.2,4384376.36,-3.6
2025-11-19,Soybean,Kolkata,B,3846.74,390.17,1500880.8,-0.99
2025-07-10,Cotton,Hyderabad,B,5247.91,529.2,2777206.55,-0.11
2025-03-08,Cotton,Chennai,C,7236.66,611.09,4422279.15,-3.68
2025-12-19,Tomato,Mumbai,C,2016.39,302.72,610404.22,0.59
2025-11-12,Wheat,Delhi,B,1908.84,301.92,576312.03,3.76
2025-08-30,Cotton,Bangalore,B,4812.45,743.17,3576474.87,-1.5
2025-08-03,Sugarcane,Kolkata,C,263.5,212.28,55934.88,1.77
2026-01-04,Sugarcane,Hyderabad,C,308.02,108.11,33299.17,0.7
2026-01-13,Potato,Kolkata,B,1403.15,437.77,614260.99,0.61
2025-09-01,Rice,Kolkata,A,3634.12,99.34,361026.27,4.97
2025-05-10,Potato,Chennai,A,1707.57,937.7,1601187.73,3.49
2026-01-11,Soybean,Kolkata,A,4727.96,40.21,190096.91,-2.92
2025-12-23,Tomato,Delhi,B,2331.86,287.12,669526.79,1.4
2025-06-17,Maize,Mumbai,C,1752.81,694.02,1216481.92,1.98
2025-12-17,Cotton,Chennai,A,5388.26,724.24,3902401.65,0.53
2025-12-31,Potato,Hyderabad,B,1699.76,166.98,283825.04,-1.59
2026-01-09,Potato,Chennai,B,1484.81,511.72,759805.81,-1.63
2025-12-31,Onion,Hyderabad,A,2073.28,101.26,209937.09,-1.52
2025-09-02,Cotton,Delhi,A,5780.64,189.58,1095886.55,2.27
2025-05-30,Sugarcane,Hyderabad,A,415.57,625.6,259982.67,3.86
2025-05-30,Wheat,Hyderabad,C,1885.56,218.25,411523.99,-1.24
2025-04-16,Cotton,Mumbai,A,8051.7,352.07,2834740.36,1.85
2025-06-26,Potato,Hyderabad,A,1431.83,1270.24,1818766.92,0.77
2025-02-28,Wheat,Hyderabad,C,2435.3,218.94,533182.83,-2.64
2025-06-27,Onion,Bangalore,B,2145.06,1076.82,2309828.34,-3.08
2025-09-04,Rice,Mumbai,A,3594.66,104.63,376125.81,-0.04
2025-12-28,Onion,Kolkata,A,2040.52,497.09,1014322.14,-3.88
2025-03-17,Onion,Kolkata,C,1826.29,746.49,1363309.89,3.28
2026-01-11,Sugarcane,Kolkata,B,363.9,325.96,118617.85,-4.34
2025-03-01,Rice,Kolkata,B,4522.43,797.05,3604627.25,3.28
2026-01-16,Potato,Chennai,B,1455.85,404.72,589207.26,3.26
2025-06-23,Wheat,Hyderabad,C,1911.22,1012.43,1934979.71,1.35
2025-05-26,Potato,Kolkata,B,1641.98,250.32,411016.25,2.95
2025-05-16,Onion,Chennai,A,2840.91,12.18,34588.78,-4.19
2025-07-17,Onion,Mumbai,A,2353.04,1196.65,2815756.31,4.05
2025-11-08,Onion,Chennai,A,2121.22,952.89,2021287.64,-4.2
2025-03-21,Onion,Chennai,B,2389.42,397.49,949774.0,3.57
2025-04-12,Cotton,Delhi,A,8476.35,1446.31,12259452.31,-4.5
2025-08-31,Cotton,Hyderabad,A,4707.64,1350.13,6355946.55,3.25
2025-03-15,Sugarcane,Delhi,B,463.53,1285.21,595732.76,2.3
2025-06-01,Onion,Chennai,A,2546.08,111.07,282801.49,-0.32
2025-12-27,Onion,Bangalore,C,2007.33,202.03,405537.29,-1.21
2026-01-04,Rice,Kolkata,C,2852.6,417.0,1189542.61,-3.0
2025-06-14,Onion,Kolkata,A,2475.92,1126.28,2788581.77,4.58
2025-10-03,Onion,Delhi,C,1476.38,112.12,165534.34,2.91
2025-09-08,Rice,Hyderabad,B,2488.81,609.38,1516636.38,1.35
2025-04-11,Potato,Kolkata,B,1687.66,920.66,1553764.91,-3.3
2025-08-12,Tomato,Hyderabad,A,2689.98,108.34,291436.21,-0.18
2025-02-28,Potato,Bangalore,B,1938.92,207.58,402486.78,4.62
2025-09-24,Wheat,Mumbai,A,1946.13,244.75,476319.24,-0.79
2026-01-02,Soybean,Hyderabad,B,3976.71,206.73,822085.24,-2.34
2025-11-17,Potato,Bangalore,A,1226.74,1510.82,1853379.56,-1.63
2025-04-12,Potato,Bangalore,C,1491.84,860.82,1284206.39,-3.7
2025-08-27,Tomato,Delhi,A,2474.06,1118.47,2767157.19,-1.94
2025-03-31,Sugarcane,Kolkata,A,482.37,189.69,91503.28,0.19
2026-01-27,Rice,Kolkata,C,3210.83,267.67,859438.91,1.57
2025-09-23,Sugarcane,Delhi,C,260.1,25.96,6751.47,-0.34
2025-12-07,Maize,Hyderabad,B,1465.45,213.01,312161.04,3.94
2025-04-03,Wheat,Mumbai,A,2477.88,158.08,391704.71,0.58
2025-05-30,Tomato,Bangalore,C,2354.31,463.69,1091666.02,-0.26
2025-03-10,Soybean,Delhi,A,5766.57,749.15,4320052.19,-3.34
2025-05-20,Rice,Chennai,C,3773.21,539.48,2035569.72,3.47
2025-06-26,Potato,Delhi,B,1449.2,584.57,847154.07,1.97
2026-02-18,Potato,Hyderabad,A,1883.79,290.32,546897.44,2.07
2025-07-18,Maize,Bangalore,A,1851.28,97.0,179573.82,3.15
2025-12-04,Sugarcane,Bangalore,C,261.27,102.3,26729.1,2.37
2025-08-21,Soybean,Kolkata,B,3504.93,132.07,462890.02,1.76
2025-11-25,Rice,Delhi,C,2414.75,125.57,303227.93,-0.62
2025-05-06,Onion,Chennai,A,2398.86,514.9,1235173.34,-4.13
2025-11-19,Tomato,Mumbai,B,2107.02,580.19,1222463.03,2.72
2025-12-12,Wheat,Kolkata,B,2231.72,283.31,632257.14,-1.87
2025-06-27,Sugarcane,Chennai,C,336.96,140.18,47235.55,4.1
2025-03-25,Wheat,Chennai,C,2159.2,210.51,454527.62,-4.56
2025-06-10,Soybean,Delhi,A,4555.28,640.45,2917449.03,3.02
2025-07-01,Sugarcane,Hyderabad,A,343.94,159.79,54959.7,-3.37
2025-06-23,Cotton,Chennai,C,5134.56,155.42,798037.59,2.92
2026-01-19,Onion,Hyderabad,C,1698.53,458.15,778179.07,-2.31
2025-11-07,Wheat,Hyderabad,B,1838.26,168.93,310539.25,1.83
2025-05-08,Maize,Bangalore,B,2179.6,161.14,351216.57,0.79
2025-05-31,Rice,Kolkata,A,3779.96,1255.87,4747137.21,4.51
2025-09-30,Potato,Kolkata,A,1503.38,599.11,900690.85,-0.2
